address,balance,lifetime,tx_in,tx_out,investment_in,payment_out,investment_to_contract/tx_in,payment_from_contract/tx_out,#addresses_paying_contract,#addresses_paid_by_contract,mean_v1,sdev_v1,mean_v2,sdev_v2,paid_rate,paid_one,percentage_some_tx_in,sdev_tx_in,percentage_some_tx_out,sdev_tx_out,known_rate,owner_gets_eth_Wo_investing,owner_gets_eth_investing,owner_no_eth,target,skew_v1,skew_v2,N_maxpayment
0xb4aa2a270a3ba133b62a7de6546c8cec096c2875,0.0,0,10,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1,1,0.0,0.0,0
0x7755d47db38bdddec8611239b92f7d139191d65a,0.0,4,34,22,31,22,0.9118,1.0,11,8,-0.75,3.939649,0.0,0.377528,0.7097,0.6364,0.75,4.642796,0.75,0.942809,0.875,0,0,1,1,2.134366,0.180709,11
0x777b7ddf5b7131a2261b44c4b0460b4fc21eea1b,1e-05,148,3,0,1,0,0.3333,0.0,1,0,-1.0,0.0,-1e-05,0.0,0.0,0.0,0.0135,0.5,0.0,0.0,0.0,0,0,1,1,0.0,0.0,0
0x78eb00ec1c005fec86a074060cc1bc7513b1ee88,0.561164,803,825,404,419,404,0.5079,1.0,75,47,-0.194805,7.15331,-0.007288,0.233257,0.9642,0.6,0.2167,7.14439,0.1756,3.774156,1.0,0,0,1,1,7.053501,0.878081,221
0x7a78e3d47c9e20836aca681956d8a972c0c79389,1076.6,97,4273,9892,4272,9892,0.9998,1.0,2053,388,2.736125,44.477684,-0.524148,7.218302,2.3155,0.1885,0.7629,119.229629,0.0928,1066.99385,1.0,1,0,0,1,29.119018,-1.204856,1702
0x7a7c3556cdab8233e4fd6afd0b2dce1caeeb025a,0.0,35,122,210,121,210,0.9918,1.0,49,23,1.78,15.782636,0.0,1.581612,1.7355,0.449,0.4286,12.867876,0.4286,20.08648,1.0,1,0,0,1,6.502929,4.011265,109
0x7aca51dbe152313987adca472ac1d033b640f771,0.05001,7,13,15,7,15,0.5385,1.0,7,12,0.470588,1.091014,-0.002942,0.013509,2.1429,0.2857,0.8571,0.897527,0.8571,1.118034,0.25,1,0,0,1,0.082717,-2.553795,3
0x7c8aa9e14ca9ef1e040ab941bb6c3044896c312c,0.0,0,2,1,1,1,0.5,1.0,1,1,0.0,1.0,0.0,0.03,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1,0,0,1,0.0,0.0,1
0x7cbfbe8b4872b2932446b90b7e3e03f6ae6e32da,0.12375,1155,153,2,25,2,0.1634,1.0,15,1,-1.533333,0.805536,-0.00825,0.072187,0.08,0.0667,0.032,7.219202,0.0017,0.0,1.0,0,1,0,1,-1.158874,0.880036,2
0x7e312bdb6ae3bb7ecf2fe2606533a330fbf583e4,0.0,14,4,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857,0.0,0.0,0.0,0.0,0,0,1,1,0.0,0.0,0
0x7ead4f68dc6bad370dee370c42abd942f550b3c5,0.177,10,16,0,1,0,0.0625,0.0,1,0,-1.0,0.0,-0.177,0.0,0.0,0.0,0.4,3.316625,0.0,0.0,0.0,0,0,1,1,0.0,0.0,0
0x7f7a76d6f9a64c630faba4182be3261a52e7d17f,0.0,0,45,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1,1,0.0,0.0,0
0x83ef5791eb837ae5cfc748ca9a30cbd00e3a0740,0.0,4,19,6,6,6,0.3158,1.0,5,3,0.0,1.095445,0.0,0.023502,1.0,0.6,1.0,3.76663,0.75,0.816497,1.0,0,1,0,1,1.360828,-0.527435,4
0x84f0e876c74b0921b59cfb37e440ef693ddeafc9,0.0,0,3,0,1,0,0.3333,0.0,1,0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1,1,0.0,0.0,0
0x8513d8599bc71c963ceefe3fbb20048736923987,0.0,0,2,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1,1,0.0,0.0,0
0x87b895151c931a84a561b81ce0e065a134e0f901,0.0,6,260,680,259,680,0.9962,1.0,103,52,4.048077,24.004959,0.0,1.668192,2.6255,0.4951,1.1667,81.639326,1.0,228.056036,1.0,1,0,0,1,7.485123,7.098925,220
0x885c3177dde25cd01507bf7ca0b00b4b26606143,0.0,7,82,187,81,187,0.9878,1.0,46,17,2.255319,14.51407,0.0,0.668832,2.3086,0.3478,0.4286,26.157642,0.2857,58.5,1.0,1,0,0,1,5.876423,6.450749,95
0x893e861a0615f66475c8151bd4a9c348111b0c5e,0.0,1,52,78,51,78,0.9808,1.0,16,8,1.588235,11.040348,0.0,2.374534,1.5294,0.4375,2.0,25.0,1.0,0.0,1.0,1,0,0,1,3.62209,3.143528,44
0x897bbdb5f38f6dd830a19fcd46978658667dde62,1.5464,252,530,101,140,101,0.2642,1.0,36,24,-0.886364,4.063227,-0.035145,1.319084,0.7214,0.4444,0.2778,7.972401,0.1548,2.647863,1.0,0,1,0,1,-0.760934,-0.896572,12
0x89a1565a4dd97f59342db4330c5719a2a3e6d130,0.027214,1,46,57,35,57,0.7609,1.0,8,7,2.75,5.092887,-0.003401,0.054224,1.6286,0.875,2.0,20.0,2.0,23.5,1.0,0,0,1,1,2.638662,0.830909,32
0x899db281ed5bf8d12bae3c1b39439b20af9008be,0.0,24,1267,6269,1266,6269,0.9992,1.0,694,695,7.188218,96.04893,0.0,5.865547,4.9518,0.9986,0.2917,416.30552,0.2917,2058.449268,0.9986,1,0,0,1,25.607642,23.387202,2513
0x8b5e3cb43bcc54ff2c9e1f0d41869196309b1f70,0.0,5,141,410,140,410,0.9929,1.0,67,37,3.970588,19.762539,0.0,1.769063,2.9286,0.5373,1.2,31.705678,1.2,89.410415,1.0,1,0,0,1,6.190395,6.720349,148
0x8bcaadc84fd3bdea3cc5dd534cd85692a820a692,0.0,619,218,215,127,215,0.5826,1.0,29,179,0.44,4.034402,0.0,0.658582,1.6929,0.2759,0.1357,3.078803,0.1309,3.43964,0.0503,0,0,1,1,-9.096082,-4.573908,9
0x8c89ac606e1f806934018c6c7368e69ebcfb3ca0,0.0053,2,9,1,4,1,0.4444,1.0,2,1,-1.5,0.5,-0.00265,0.00035,0.25,0.5,1.5,2.828427,0.5,0.0,1.0,0,1,0,1,0.0,0.0,1
0x8cb3a2081962c289036ba5f766681eac616448f8,0.0,52,476,1499,475,1499,0.9979,1.0,69,41,14.628571,36.441017,0.0,6.542484,3.1558,0.5797,0.1731,73.952604,0.1731,216.208804,1.0,1,0,0,1,1.883023,1.372109,167
0x8e43d7a5c4b2de24b728deff0e666fe674b3ca91,0.0,1216,253,124,45,124,0.1779,1.0,14,12,3.434783,13.140796,0.0,0.311446,2.7556,0.2143,0.0288,14.959155,0.0148,5.943146,0.8333,1,0,0,1,2.815072,0.534044,54
0x8ea5950fcebe4680d59040f5bb8c6f49d6410c08,0.012141,52,6,2,2,2,0.3333,1.0,2,2,0.0,1.0,-0.003035,0.706931,1.0,0.0,0.0577,0.816497,0.0385,0.0,0.0,0,0,1,1,0.0,-0.017042,1
0x8f80c60fcd3bb066eba3dd24c378ef19707a4289,0.038,0,4,1,1,1,0.25,1.0,1,1,0.0,0.0,-0.038,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0,0,1,1,0.0,0.0,1
0x8ff1c8a8799dd59eca03d9cf52b12ae0ccc21762,0.0,52,1240,174,717,174,0.5782,1.0,69,50,-7.144737,10.080862,-0.0,1.074006,0.2427,0.6232,0.0962,209.575762,0.0769,40.524684,0.98,0,0,1,1,-2.972179,4.13883,17
0x900c60ad07e7636dceed25a919c63b3819bd7e9d,312.063,38,1646,9744,1645,9744,0.9994,1.0,920,190,8.784165,115.684242,-0.338463,7.37641,5.9234,0.2043,0.3421,312.811946,0.0263,0.0,0.9947,1,0,0,1,22.288476,23.544333,3042
0x903b8731bd05cd3db360a62b6e3e13b763d5b832,0.0,0,43,64,42,64,0.9767,1.0,15,8,1.375,10.647036,0.0,2.6354,1.5238,0.4667,1.0,0.0,1.0,0.0,1.0,1,0,0,1,3.801125,3.379798,42
0xa0657546e68b40dd6022382fc1934fc5dbc71d50,1e-06,1,4,1,1,1,0.25,1.0,1,1,0.0,1.0,-0.0,0.0001,1.0,0.0,2.0,1.0,1.0,0.0,1.0,1,0,0,1,0.0,0.0,1
0x21ee32f134bd6e5f25cd5248b8d00f00fcfc940f,0.02,8,3,0,2,0,0.6667,0.0,1,0,-2.0,0.0,-0.02,0.0,0.0,0.0,0.375,0.0,0.0,0.0,0.0,0,0,1,1,0.0,0.0,0
0x3f3186172e5c140403c235bbfc9f106c0dd26b47,0.0,10,3,0,2,0,0.6667,0.0,1,0,-2.0,0.0,0.0,0.0,0.0,0.0,0.2,0.5,0.0,0.0,0.0,0,0,1,1,0.0,0.0,0
0x4c37b819a2b8985a00f70c2de4c363d1211985a1,1e-05,0,4,1,1,1,0.25,1.0,1,1,0.0,1.0,-5e-06,0.000995,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1,0,0,1,0.0,0.0,1
0x56fdf1c7474bc57d8b25721ca58c9f3b445b576f,0.004,0,4,1,1,1,0.25,1.0,1,1,0.0,1.0,-0.002,0.398,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1,0,0,1,0.0,0.0,1
0x2d668aeb8e02394b0022d98188c9cc1d1629f5e5,0.002,118,5,1,1,1,0.2,1.0,1,1,0.0,1.0,-0.001,0.199,1.0,0.0,0.0254,0.942809,0.0085,0.0,1.0,1,0,0,1,0.0,0.0,1
0x921cf39f33f3b9abb6e0914e3682f4d3d2708a84,0.0,5,13,21,12,21,0.9231,1.0,8,2,1.0,6.073622,0.0,0.306812,1.75,0.125,0.8,3.344772,0.8,4.085034,1.0,1,0,0,1,2.885517,2.097449,18
0x924a99087196f4b23e312ae6110218e54e0dbb51,2760.235,439,8396,9955,8395,9955,0.9999,1.0,3140,567,0.496657,49.594815,-0.878776,16.051702,1.1858,0.1803,0.1663,324.455518,0.0159,2188.572753,1.0,1,0,0,1,41.573256,24.958431,2447
0x92e2d8348df613104c321bb7ab2862f0883e3bdc,0.0,16,45,9,5,9,0.1111,1.0,2,2,1.333333,3.399346,0.0,0.03559,1.8,0.5,0.25,16.037066,0.1875,2.160247,1.0,1,0,0,1,1.293343,1.630059,6
0x9383785bd742f77fa788737e3054b78077b497df,0.0053,39,100,16,66,16,0.66,1.0,5,5,-10.0,5.291503,-0.00106,0.0007,0.2424,1.0,0.4359,4.522914,0.2051,0.866025,1.0,0,0,1,1,-1.086627,-1.811461,5
0x9551128157234eecd6102d7013a6de72ad427d53,0.008974,581,15,7,7,7,0.4667,1.0,2,3,0.0,0.816497,-0.002991,0.004137,1.0,1.0,0.0069,3.699662,0.0052,0.942809,0.6667,0,0,1,1,0.0,-1.345288,5
0x959dce85ff9e3f2791f0f4fc9c812129e3994bea,0.044,0,3,0,2,0,0.6667,0.0,1,0,-2.0,0.0,-0.044,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1,1,0.0,0.0,0
0x96af35447d15647fa7117627cdb067e6edaf4fc9,0.0,2,2,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1,1,0.0,0.0,0
0x797dcc769dcd5a38382c54cda1d5b6f6da341ae4,0.0,73,389,937,388,937,0.9974,1.0,146,78,3.734694,32.930214,0.0,2.638634,2.4149,0.5274,0.1096,115.968678,0.1096,275.677999,1.0,1,0,0,1,11.307837,8.481901,392
0x9b8966c709ac545e9158bf4f9bffa2a973625e38,0.0,25,62,102,61,102,0.9839,1.0,34,7,1.171429,14.435048,0.0,6.082494,1.6721,0.1765,0.2,22.8,0.16,40.12792,1.0,1,0,0,1,5.841286,4.469547,85
0x9c667b7ea8ac2a0cc7e73544625d692f72175489,0.85,0,35,1,8,1,0.2286,1.0,2,1,-2.333333,2.357023,-0.283333,0.207579,0.125,0.0,2.0,8.5,1.0,0.0,1.0,1,0,0,1,1.732051,1.719999,1
0x9d9740381b824372b3f46f44238dd4d7ad22038a,0.0,9,2,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.2222,0.0,0.0,0.0,0.0,0,0,1,1,0.0,0.0,0
0x9fb075d1a3c3abff802a53ef461ac222cbde0f7b,0.0,26,6,0,5,0,0.8333,0.0,1,0,-5.0,0.0,0.0,0.0,0.0,0.0,0.1154,0.816497,0.0,0.0,0.0,0,0,1,1,0.0,0.0,0
0xa0b0b3060b826c0fd9c217ba82151b5f67f3c256,0.0,0,2,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1,1,0.0,0.0,0
0xa20df0bc59ee22a42e70706f4341ef7be8eb8ea1,0.0,0,3,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1,1,0.0,0.0,0
0xa32e3cf9b6bf979abac20d752461e68edc5874ee,0.0001,0,2,0,1,0,0.5,0.0,1,0,-1.0,0.0,-0.0001,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1,1,0.0,0.0,0
0xa41d935212a751f29ddcff5fa623f9cad5274fc7,0.0,1,8,3,3,3,0.375,1.0,2,3,0.0,0.816497,0.0,0.008165,1.0,1.0,2.0,3.0,1.0,0.0,1.0,0,0,1,1,0.0,0.0,1
0x10d4b24938f6de7ae4048c7273f09c50d5caf4d9,0.0,1683,186,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0523,2.897616,0.0,0.0,0.0,0,0,1,1,0.0,0.0,0
0xd8b1dbfb8b49ef585044beb271714c768d4fa2ee,0.0,63,11,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.127,0.695971,0.0,0.0,0.0,0,0,1,1,0.0,0.0,0
0x1218113304d8ffb12f4641ba7475975972381f8a,0.225286,497,305,39,246,39,0.8066,1.0,141,6,-1.417808,2.844742,-0.001543,27.550699,0.1585,0.0071,0.2133,3.927895,0.0423,0.466569,1.0,0,0,1,1,2.587302,11.439653,17
0x13a1c862d2db8d12692aa69277d04a0eccf52a43,0.0,4,4,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0,0,1,1,0.0,0.0,0
0x2f55eeacb092b7a50d6650a2a5c45c2d59043dbc,0.0,273,17,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.033,2.182987,0.0,0.0,0.0,0,0,1,1,0.0,0.0,0
0x9b2a2a33e6968b0b7f36aef7a75523794cef1dc3,0.0,3,4,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.471405,0.0,0.0,0.0,0,0,1,1,0.0,0.0,0
0x8af18c5aacee4de1a1a4a6bfee7b5aa0477b077b,0.0,87,3,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.023,0.5,0.0,0.0,0.0,0,0,1,1,0.0,0.0,0
0x1e5028fcb334d79633f5a6665347d2eaa02cb406,0.0,1010,20,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0149,0.699206,0.0,0.0,0.0,0,0,1,1,0.0,0.0,0
0x1c02ce498dc6d0d6ef05a253e021258b07eeba91,1.00978,630,147,27,42,27,0.2857,1.0,27,23,-0.357143,1.644926,-0.024042,4.642074,0.6429,0.2963,0.0937,2.003158,0.0381,0.330719,1.0,0,0,1,1,-1.461378,-0.038533,3
0x20fab7f828042de5759ac26bc33ac664d054b0ec,0.0,0,3,2,1,2,0.3333,1.0,1,2,0.5,0.5,0.0,0.001349,2.0,1.0,1.0,0.0,1.0,0.0,0.5,0,0,1,1,0.0,0.0,1
0x25d118b93ca97a61ab2ecf71827672d76d4bc1be,0.0,63,10,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0794,1.095445,0.0,0.0,0.0,0,0,1,1,0.0,0.0,0
0x2ccbe56f30317fa86eec7147195ff6445cd74c81,0.0,6,3,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0,0,1,1,0.0,0.0,0
0x2fc7a61a978204f467c417f757447421d6367528,0.0,2,4,1,1,1,0.25,1.0,1,1,0.0,1.0,0.0,0.12,1.0,0.0,1.0,1.0,0.5,0.0,1.0,1,0,0,1,0.0,0.0,1
0x309a0465ba40b6b756ef4899dd624ead009a8f50,0.0,0,3,2,2,2,0.6667,1.0,1,1,0.0,2.0,0.0,0.11001,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1,0,0,1,0.0,0.0,2
0xf45717552f12ef7cb65e95476f217ea008167ae3,0.0,220,723,846,501,846,0.6929,1.0,40,27,8.625,78.13152,0.0,221.499758,1.6886,0.675,0.2318,33.756746,0.2227,34.918433,0.963,0,1,0,1,6.130474,0.055575,495
0x7d56485e026d5d3881f778e99969d2b1f90c50af,0.0,704,890,1257,654,1257,0.7348,1.0,101,68,5.970297,42.152588,0.0,31.865545,1.922,0.6733,0.125,25.336567,0.125,10.319827,1.0,0,1,0,1,6.710031,-4.688152,489
0x43bbc7fafb860d974037b8f7dd06b6f6fe799b3e,0.60668,2,627,499,626,499,0.9984,1.0,47,28,-2.702128,5.924758,-0.012908,28.970069,0.7971,0.5957,2.0,263.454337,1.5,229.587069,1.0,0,1,0,1,-5.005835,1.755114,158
0xba6284ca128d72b25f1353fadd06aa145d9095af,0.661998,881,230,360,216,360,0.9391,1.0,45,17,3.2,28.117689,-0.014711,13.06069,1.6667,0.3778,0.025,27.317539,0.0238,46.229537,1.0,0,1,0,1,6.626972,-0.850955,205
0xfd2487cc0e5dce97f08be1bc8ef1dce8d5988b4d,32.43553,176,402,161,359,161,0.893,1.0,211,68,-0.938389,1.220285,-0.153723,65.595086,0.4485,0.3223,0.4375,12.918952,0.1648,9.905019,1.0,0,1,0,1,3.601112,3.604472,12
0xa9e4e3b1da2462752aea980698c335e70e9ab26c,36.979148,234,448,143,341,143,0.7612,1.0,176,51,-1.125,1.424721,-0.210109,60.970095,0.4194,0.2898,0.2735,14.710753,0.0684,20.101209,1.0,0,1,0,1,-0.371928,-0.539887,11
0xca7c390f8f843a8c3036841fde755e5d0acb97da,3.853928,694,289,168,266,168,0.9204,1.0,129,84,-0.75969,2.078965,-0.029875,61.045719,0.6316,0.6512,0.1009,10.228701,0.0331,23.402777,1.0,0,1,0,1,0.475953,3.884953,21
0xe82719202e5965cf5d9b6673b7503a3b92de20be,4.004265,2096,733,67,165,67,0.2251,1.0,105,29,-0.875,1.587479,-0.035752,19.59138,0.4061,0.2095,0.042,35.991073,0.01,6.107131,0.9655,0,1,0,1,-1.457015,1.236507,13
0x1213c29b5e1a6f33e0d044f850a57b665e3cde21,3.438405,728,126,197,120,197,0.9524,1.0,51,37,1.509804,16.503562,-0.06742,17.262663,1.6417,0.7255,0.0261,8.393046,0.0206,17.454194,1.0,0,1,0,1,7.101426,1.337475,120
0x3325439082ff8ba7371dfdaa1af297bbfcac21b2,1.0,7,25,213,24,213,0.96,1.0,18,17,10.5,10.253726,-0.055554,0.853435,8.875,0.9444,0.5714,7.980445,0.5714,52.485117,1.0,0,1,0,1,1.208849,0.443298,40
0x446d1696a5527018453cda3d67aa4c2cd189b9f6,22.856081,745,372,66,117,66,0.3145,1.0,62,13,-0.822581,1.631585,-0.368646,20.852907,0.5641,0.2097,0.0523,33.816129,0.0081,13.0,1.0,0,1,0,1,2.423791,-0.171139,13
0x5e84c1a6e8b7cd42041004de5cd911d537c5c007,0.0,884,163,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.009,22.582834,0.0,0.0,0.0,0,0,1,1,0.0,0.0,0
0xb5aff01f3e820735fac9abb594dc9993cb9e5bd2,8.010001,737,72,84,56,83,0.7778,0.9881,23,17,1.173913,9.234398,-0.348261,6.036352,1.4821,0.7391,0.0163,12.688578,0.0041,29.709707,1.0,0,1,0,1,4.620276,-2.558246,45
0xba69e7c96e9541863f009e713caf26d4ad2241a0,30.9479,722,562,109,20,109,0.0356,1.0,9,7,9.888889,10.407737,-3.438656,4.139643,5.45,0.7778,0.0208,133.778357,0.0152,4.775973,1.0,0,1,0,1,0.517539,-1.199222,35
0xcac337492149bdb66b088bf5914bedfbf78ccc18,5e-06,64,73,43,56,43,0.7671,1.0,11,7,-1.181818,1.266217,-0.0,6.790191,0.7679,0.6364,0.0625,26.479945,0.0625,16.887495,1.0,0,1,0,1,-0.538227,1.245067,11
0x0f26c26318872e8fa85dee5d30cba45ed53b3d3e,0.7416,0,48,24,45,24,0.9375,1.0,15,9,-1.4,0.879394,-0.04944,5.549157,0.5333,0.6,3.0,21.213203,1.0,0.0,1.0,0,1,0,1,-0.340941,0.784949,5
0xe19e5f100d6a31169b5dca265c9285059c41d4f6,0.129143,14,59,46,58,46,0.9831,1.0,21,16,-0.571429,1.003396,-0.00615,0.254113,0.7931,0.7619,0.7857,7.252244,0.5,6.986868,1.0,0,1,0,1,2.04204,-0.297982,8
0x3e84512f277a5081b9209831c51bce665035d9db,0.0,9,31,70,28,69,0.9032,0.9857,10,10,4.1,4.323193,0.0,6.112968,2.4643,1.0,1.1111,2.385372,1.1111,3.098387,1.0,0,1,0,1,0.799742,0.244009,19
0xa83c4a6d0418074655bdbe74fed8435c46c19f66,0.0101,1,38,19,34,19,0.8947,1.0,15,11,-1.0,1.032796,-0.000673,2.011317,0.5588,0.7333,2.0,7.0,2.0,4.5,1.0,0,1,0,1,-0.404747,0.598576,5
0x4028b9672bfd71ba2fcd97a6c82e06f72eaa14ba,2.0031,0,38,17,34,17,0.8947,1.0,10,6,-1.7,1.004988,-0.20031,2.192001,0.5,0.6,4.0,14.722432,1.0,0.0,1.0,0,1,0,1,-1.444002,-0.392358,5
0x7894ccf2997c8c89a80b86faa012d09d53ed48b9,3.922935,884,34,46,30,46,0.8824,1.0,11,7,1.333333,8.389809,-0.326911,7.137404,1.5333,0.5455,0.0045,9.233093,0.0023,14.0,1.0,1,0,0,1,3.38985,1.318565,29
0xdc84953d7c6448e498eb3c33ab0f815da5d13999,0.0,237,269,19,43,19,0.1599,1.0,18,9,-1.263158,2.047903,0.0,20.054667,0.4419,0.4444,0.0338,71.182753,0.0169,5.356071,1.0,1,0,0,1,0.74832,0.644969,5
0xcff9cb72d19c10df754ae7be6d280e379cdb2354,0.6697,1,26,36,25,36,0.9615,1.0,13,7,0.785714,5.633808,-0.047836,8.550621,1.44,0.4615,2.0,10.0,2.0,14.0,1.0,1,0,0,1,3.678293,-0.432573,21
0x80d9c4f6209044de069c545f68644419b520a02f,1.0,918,23,31,20,31,0.8696,1.0,7,6,1.375,6.725651,-0.125,14.408656,1.55,0.7143,0.0044,6.139015,0.0022,7.5,1.0,1,0,0,1,2.719802,0.754755,19
0xf7070fc72e2b92c6309785a39338d7c919a3cf4a,4.9886,1,29,23,28,23,0.9655,1.0,11,11,-0.454545,0.655555,-0.453509,3.637411,0.8214,1.0,2.0,11.5,2.0,8.5,1.0,0,0,1,1,-1.32391,-1.387703,3
0x316201f586706aaa2795bc2a3f0bad2379c363e4,0.8579,726,14,38,13,38,0.9286,1.0,6,2,4.166667,10.915076,-0.142983,25.770255,2.9231,0.3333,0.0069,1.16619,0.0055,4.5,1.0,0,1,0,1,2.207671,-1.017338,33
0xf243688304fa4f6c6efadc22b9c1dd009aa76650,0.1,192,360,28,20,28,0.0556,1.0,8,5,1.0,7.035624,-0.0125,2.631747,1.4,0.625,0.0208,142.83907,0.0052,0.0,1.0,0,1,0,1,2.433461,-1.492788,20
0x9d5bdaa9d82782c03402dd5c675ae3e45b3102e2,0.016333,0,20,30,19,30,0.95,1.0,10,7,1.1,5.337602,-0.001633,2.413389,1.5789,0.7,1.0,0.0,1.0,0.0,1.0,0,1,0,1,3.078342,1.897561,18
0x4668cd871eba35997e1fbe66d0eddf6612d018ce,0.1,0,17,32,16,32,0.9412,1.0,7,7,2.0,4.743416,-0.0125,1.355948,2.0,0.8571,1.0,0.0,1.0,0.0,1.0,1,0,0,1,2.383961,-0.567782,14
0x4229a873bbd207deef8f41e807e563c26033d118,1.8,3,20,26,18,26,0.9,1.0,10,7,0.8,4.118252,-0.18,10.279669,1.4444,0.7,0.6667,5.0,0.6667,7.0,1.0,0,1,0,1,3.011667,-0.404216,15
0xa502f8112b2491718855f01a01a60462cc97a0d5,1.7596,202,248,19,25,19,0.1008,1.0,4,4,-1.5,1.118034,-0.4399,29.780544,0.76,1.0,0.0198,91.263355,0.005,0.0,1.0,0,1,0,1,0.0,0.292198,11
0x258d778e4771893758dfd3e7dd1678229320eeb5,0.0,0,16,27,15,27,0.9375,1.0,4,4,3.0,4.242641,0.0,6.442049,1.8,1.0,1.0,0.0,1.0,0.0,1.0,0,1,0,1,0.544331,0.962088,10
0xe861ad00aed0f04b41c675ec1c1493d2ebcbe776,0.0,0,16,27,15,27,0.9375,1.0,3,4,3.0,4.582576,0.0,7.211103,1.8,1.0,1.0,0.0,1.0,0.0,1.0,1,0,0,1,0.863919,0.0,10
0xa39fcb48adf288f143459d57a1a0756718c919ae,2.032,2016,54,14,29,14,0.537,1.0,8,7,-1.666667,4.396969,-0.225778,2.222664,0.4828,0.75,0.0079,6.411659,0.0015,3.858612,1.0,0,0,1,1,-2.904738,-2.31191,6
0x422f8015c5d8168edee923749701360a8a4d0703,0.0174,0,17,25,16,25,0.9412,1.0,8,8,1.125,5.301828,-0.002175,5.583623,1.5625,1.0,1.0,0.0,1.0,0.0,1.0,0,1,0,1,2.705918,-1.388057,16
0x02b2101903eb6a51518e63e84b785180859fda9d,0.02113,1,18,24,17,24,0.9444,1.0,4,4,1.4,6.374951,-0.004226,11.012054,1.4118,0.75,2.0,3.0,2.0,5.0,1.0,1,0,0,1,2.110351,0.794109,14
0xa864694cacdf27900afb3c32b1b07aea3c465dde,0.011,12,18,21,17,21,0.9444,1.0,6,4,0.666667,5.120764,-0.001833,13.367587,1.2353,0.6667,1.0,0.645497,0.9167,0.668043,1.0,0,1,0,1,2.334487,0.986166,13
0x16a4ff536001405f2b0d7ddafc79f6a10d024640,2.18,0,19,16,18,16,0.9474,1.0,4,4,-0.5,0.866025,-0.545,4.373428,0.8889,1.0,1.0,0.0,1.0,0.0,1.0,0,0,1,1,-2.0,-2.0,10
0xee462a6717f17c57c826f1ad9b4d3813495296c9,0.007039,189,51,22,9,22,0.1765,1.0,6,5,2.166667,3.624761,-0.001173,3.757933,2.4444,0.8333,0.0423,10.534912,0.0212,4.153312,1.0,0,1,0,1,2.087156,2.2394,12
0xa379bbdd0af814502eb9b38d475c7fa7411bb4ec,1.5,3,14,18,12,18,0.8571,1.0,5,6,0.857143,3.313547,-0.214286,45.506559,1.5,0.8,0.6667,2.0,0.6667,4.0,0.8333,1,0,0,1,0.712326,-1.71475,7
0x1afd952269873fe009c7bdff5f07fd91605a7227,1.059681,972,15,18,12,18,0.8,1.0,8,6,0.666667,3.771236,-0.117742,1.344081,1.5,0.625,0.0041,4.76314,0.0021,8.0,1.0,1,0,0,1,2.619978,-1.293664,11
0x428da5ff72d8be0efaa85336b6c6a9fc9e0f73fe,0.0225,0,13,17,12,17,0.9231,1.0,1,2,2.5,6.5,-0.01125,0.02025,1.4167,1.0,1.0,0.0,1.0,0.0,1.0,1,0,0,1,0.0,-0.0,9
